"REPORT_NUMBER"	"REPORT_RECEIVED_DATE"	"NAME"	"SIGNIFICANT"	"LOCATION_LATITUDE"	"LOCATION_LONGITUDE"	"NARRATIVE"
20130052	"2/14/2013"	"HOLLY ENERGY PARTNERS - OPERATING, L.P."	"NO"	32.813	-104.061182	"14:00 RELEASE DISCOVERED BY HEP EMPLOYEE, CALLED INTO THE CONTROL CENTER, AND THE CONTROL CENTER SHUTDOWN THE PUMP.  14:05 CONTRACT CREWS WERE DISPATCHED TO HANDLE CLEAN-UP/ SOIL REMEDIATION.  14:15 THE SUCTION AND DISCHARGE LINES WERE ISOLATED (LEAK STOPPED AND CONTAINED)  15:13 REPORTED THE RELEASE TO NRC.  15:53 REPORTED THE RELEASE TO NM PUBLIC REGULATION COMMISSION (MIKE SMITH).  15:40 CONTRACT CREW AND BACKHOE AND ARRIVED ON-SITE. THE FREE PRODUCT DID FLOW ABOUT 50 FT (WEST) OUTSIDE OF THE STATION BUT WAS STILL CONTAINED ON THE HEP ROW. THE EQUIPMENT FAILURE WAS DUE TO IMPROPER REBUILD BY A CONTRACTOR.  THE ROD BACKED OFF OF THE CROSSHEAD AND HIT THE LINER CAP.  THE LOCKING NUT ON THE ROD/CROSSHEAD CONNECTION WAS NOT TIGHT.  THE STATION VAPOR MONITOR DID NOT ALARM DUE TO HIGH WIND.  THE PUMP WAS REPAIRED AND OPERATIONAL BY 1/30/2013."
20130053	"2/15/2013"	"MAGELLAN PIPELINE COMPANY, LP"	"NO"	29.792012	-95.282365	"CRACK ON FLANGE OF CAST IRON TANK PUMP DUE TO PIPE STRESS."
20130054	"2/15/2013"	"MAGELLAN PIPELINE COMPANY, LP"	"NO"	45.89341	-95.3928	"WHILE LINING UP A TANK FOR OPERATIONS, MAGELLAN PERSONNEL OBSERVED A PRODUCT STAIN NEAR THE DISCHARGE FLANGE OF THE TANK PUMP.  THE PUMP WAS STARTED AND A DRIP WAS NOTICED COMING FROM THE FLANGE ON THE DISCHARGE SIDE OF THE TANK PUMP.  THE FLANGE WAS DISASSEMBLED AND THE GASKET REMOVED AND REPLACED WITH A NEW GASKET AND THE TANK RETURNED TO SERVICE.  SNOW CONTAMINATED PRODUCT WAS REMOVED AND DISPOSED OF IN ACCORDANCE WITH COMPANYAND STATE ENVIRONMENTAL STANDARDS."
20130055	"2/18/2013"	"MARATHON PIPE LINE LLC"	"NO"	38.205021	-85.84991	"A 0.250" O-RING WAS INSTALLED AND LATER FAILED.  IT WAS DISCOVERED THAT THE O-RING SPECIFICATION IS 0.275inch.  THE CLOSURE INSTALLED AT THIS LOCATION HAD UNKNOWN SPECIFICATIONS AT THE TIME OF THE INCIDENT.  SEAL WAS REPLACED."
20130056	"2/19/2013"	"WEST TEXAS GULF PIPELINE CO"	"NO"	32.48128	-94.83778	"DURING STATION ROUNDS, A DELEK EMPLOYEE NOTICED OIL ON THE GROUND AROUND THE SUNOCO PIPELINE L.P. DELEK METER SKID AND NOTIFIED SUNOCO PERSONNEL.  SUNOCO PERSONNEL RESPONDED AND IDENTIFIED THE SOURCE OF THE RELEASE AS A SUMP OVERFILL.  FURTHER INVESTIGATION REVEALED THAT A BALL VALVE ON THE IN-LINE SAMPLER WAS IN THE OPEN POSITION ALLOWING OIL FLOW TO THE SUMP RESULTING IN THE OVERFILL. SUPPLEMENTAL SUBMITTED ON 3/20/2013 TO INCLUDE PART E5F PER PHMSA REQUEST. RE-SUBMITTED PER PHMSA REQUEST ON 12/23/2013 TO CHANGE THE CAUSE OF THE RELEASE TO G7 SINCE THE CAUSE OF THE VALVE BEING FOUND IN THE OPEN POSITION IS IS UNKNOWN."
20130057	"2/20/2013"	"ENTERPRISE CRUDE PIPELINE LLC"	"NO"	34.245072	-97.947953	"WHILE DOING MANIFOLD MODIFICATIONS INSIDE ADDINGTON STATION, INCOMING STREAMS WERE SWITCHED INTO AN INACTIVE LINE. A LEAK WAS DISCOVERED ON THIS SEGMENT. 3 BARRELS OF CRUDE OIL WAS RELEASED INTO THE MANIFOLD AREA. 10' X 20' CONTAMINATED SOIL AND GRAVEL. LINE SEGMENT WAS ISOLATED. CREW ON SITE FOR REPAIR AND RE-MEDIATION. NO THREAT TO WATER."
20130058	"2/20/2013"	"MID - VALLEY PIPELINE CO"	"NO"	36.03403	-87.94348	"OPERATOR DISCOVERED OIL ON THE GROUND AROUND THE SCRAPER TRAP VALVE DURING A ROUTINE STATION CHECK. SUBSEQUENT INVESTIGATION AND EXCAVATION REVEALED THAT THE RING JOINT FLANGE ON THE VALVE WAS LEAKING.  THE FLANGE BOLTS WERE TIGHTENED AND THE LEAK WAS STOPPED. RE-SUBMITTED ON 3/19/2013 TO INCLUDE PART E5F PER PHMSA REQUEST. FINAL COST ESTIMATES UPDATED ON 4/30/2013 TO CLOSE REPORT."
20130059	"2/20/2013"	"SUNOCO PIPELINE L.P."	"YES"	32.54948	-98.71181	"ON 1/24/13 THE CONTROL CENTER IDENTIFIED A LINE IMBALANCE VIA SCADA OVER/SHORT OUTPUT AND SHUT THE LINE DOWN ON AT 16:21.  AT APPROXIMATELY 16:30 A LANDOWNER NOTIFIED SUNOCO PIPELINE L.P. TELEPHONICALLY OF A PETROLEUM ODOR ON HIS PROPERTY.  OPERATIONS PERSONNEL RESPONDED TO THE LOCATION AND VERIFIED THE RELEASE AT 16:45.  THE LEAK SITE WAS EXCAVATED LATER ON 1/24/13 AND A PLIDCO CLAMP WAS INSTALLED.  ON 2/04/2013 THE LINE WAS DISPLACED WITH NITROGEN.  ON 2/11/2013 THE FAILED SECTION OF PIPE WAS CUT OUT AND REPLACED WITH NEW PIPE.  THE LINE HAS SINCE BEEN PLACED IN OUT OF SERVICE (OOS) STATUS AND REMAINS SO PENDING CONTINUING EVALUATION FOR FUTURE USE."
20130060	"2/21/2013"	"MAGELLAN AMMONIA PIPELINE, L.P."	"NO"	42.87907	-94.08965	"MAGELLAN OPERATIONS CONTROL NOTIFIED LOCAL TECHNICIANS OF A SEAL FAIL ALARM AT THE LUVERNE STATION.  UPON ARRIING AT THE FACILITY, THE TECHNICIANS CONFIRMED THAT A SEAL FAILURE HAD OCCURRED.  THE TECHNICIAN LOCKED OUT THE PUMP UNIT AND THEN ATTACHED A BLOW DOWN HOSE FROM THE PUMP MANIFOLD TO A NURSE TANK TO EVACUATE THE REMAINDER OF PRODUCT FROM THE PUMP INTO THE TANK.  THE TECHNICIAN THEN REPLACED THE SEALS AND RETURNED THE UNIT TO SERVICE."
20130061	"2/22/2013"	"ROSE ROCK MIDSTREAM L.P."	"NO"	38.09347	-98.58167	"A 1 inch X 2 inch THREADED SWAGE CONNECTION LOCATED ON THE DISCHARGE OF A POSITIVE DISPLACEMENT PUMP CRACKED AT THE 1 inch THREADS.   THE SWAGE IS SCREWED INTO A 1 inch THREAD-O-LET THAT IS WELDED TO THE TOP OF THE 4 inch DISCHARGE LINE.  A 2 inch RELIEF VALVE IS SCREWED INTO THE 2 inch SWAGE. FAILURE WAS DUE TO EXCESSIVE VIBRATION OF THE PUMP. THE OIL WAS BLOWN ONTO THE GRAVEL IN AND AROUND THE PUMP AREA.   THE GRAVEL WAS RAKED UP AND REMOVED TO ANOTHER LOCATION ON SITE.  NEW GRAVEL WAS INSTALLED.  THERE WAS NO SOIL CONTAMINATION"
20130062	"2/22/2013"	"ENTERPRISE CRUDE PIPELINE LLC"	"NO"	34.07083	-97.944108	"A CHECK VALVE FAILED, OVERFILLING THE SUMP AT RYAN JUNCTION.  THE CRUDE OIL FLOWED OUT OF THE SUMP AND INTO A DRY DRAINAGE DITCH OUTSIDE OF THE JUNCTION PROPERTY WHERE IT WAS CONTAINED.   NO THREAT TO WATER.  AREA WAS REMEDIATED OF ALL CONTAMINATED SOIL."
20130063	"2/22/2013"	"ENBRIDGE PIPELINES (NORTH DAKOTA) LLC"	"YES"	48.27904	-99.30399	"DURING AN INTEGRITY DIG, CONTRACTOR CREWS DISCOVERED DISCOLORED SOIL (12:00 P.M.).  THE INSPECTOR ON SITE CONFIRMED THAT THE PIPELINE WAS WEEPING.  THE CONTROL CENTER WAS CONTACTED TO SHUT DOWN THE LINE.  THE LINE WAS SHUT DOWN AT 12:08 P.M.  ENBRIDGE ENVIRONMENT AND SAFETY WORKED TO ENSURE SAFETY OF RESPONSE AND COMPLIANCE WITH SPILL RESPONSE REGULATIONS.  CONTRACTORS ON SITE FOR THE INTEGRITY WORK WERE UTILIZED TO ASSIST ENBRIDGE RESPONDERS WITH PRODUCT CLEAN UP AND PIPELINE REPAIR.  REPAIR WAS COMPLETED BY INSTALLING A PIPELINE SLEEVE LOCATED WHERE THE ILI TOOL INDICATED AS PREDETERMINED BY THE INTEGRITY DIG PROGRAM.  RELEASE WAS ESTIMATED AT 10 GALLONS.  25 CUBIC YARDS OF CONTAMINATED SOIL WAS HAULED TO AN APPROVED DISPOSAL FACILITY. BASED ON THE IN-LINE INSPECTION CRACK TOOL RUN ON LINE 81, AN ANOMALY WAS DETECTED AS A CRACK-LIKE FEATURE, 0.08-0.12 INCHES DEEP AND 3.16 INCHES LONG ADJACENT TO THE LONGSEAM WELD.  THE ANOMALY WAS CONFIRMED TO BE A CRACK IN THE LONGSEAM WELD WHICH WAS SEEPING, THROUGH WALL AND 3 INCHES LONG. THE FEATURE WAS ASSESSED USING NDE AND WAS SLEEVED.  A GEOMETRY TOOL AND A MFL TOOL RUN WERE COMPLETED IN 2009.  A CRACK TOOL WAS COMPLETED IN 2012. REPAIR COSTS REFLECT A GOOD FAITH ESTIMATE EXTRACTED FROM THE TOTAL INTEGRITY DIG COSTS AS REQUESTED BY PHMSA AND AGREED TO POST RELEASE.  OUR ACCOUNTING STRUCTURE AT THE TIME OF THIS RELEASE WAS NOT SET UP TO SEPARATE REPAIR COSTS FROM TOTAL DIG PROJECT COSTS.  THE ADDITION OF THESE COSTS BROUGHT THE TOTAL OVER THE $50,000 REPORTING THRESHOLD FOR NOTIFYING THE NRC, HOWEVER, AT THE TIME OF THE RELEASE THESE REPAIRS COSTS WERE CONSIDERED TO BE INDEPENDENT OF THE RELEASE COSTS AND THEREFORE WERE NOT ORIGINALLY INCLUDED IN THE ESTIMATED COSTS OF THE RELEASE.  THEREFORE THE NRC WAS NOT CONTACTED AT THE TIME OF THE RELEASE."
20130064	"2/25/2013"	"KINDER MORGAN LIQUID TERMINALS, LLC"	"YES"	40.52243	-74.25384	"WHILE CHECKING AND ALIGNING PUMPS IN THE TCR AREA AN OPERATOR SMELLED GASOLINE ODOR.  UPON FURTHER INVESTIGATION THE OPERATOR FOUND GASOLINE UNDER THE COLONIAL GAS OUTBOUND LINE SOUTHEAST OF TANK 200-3.  HE IMMEDIATELY NOTIFIED THE CONTROL CENTER TO SHUTDOWN AND ISOLATE ALL PIPELINES IN THE AREA.  THE PIPELINE THAT WAS FOUND TO BE THE SOURCE OF THE LEAK WAS NOT RUNNING AT THE TIME.   MAINTENANCE HYDROEXCAVATED THE AREA AND UNCOVERED THE MITER JOINT OF THE 8 inch TANK CIRCULATING LINE LEAKING SMALL AMOUNTS OF GASOLINE."
20130065	"2/25/2013"	"MOBIL CORP"	"YES"	30.03188	-94.06856	"A 3-4 INCH CRACK WAS DISCOVERED IN A GIRTH WELD AT A BEND.  METALURGICAL TESTING HAS NOT BEEN COMPLETED."
20130066	"2/26/2013"	"KINDER MORGAN LIQUID TERMINALS, LLC"	"NO"	40.585479	-74.213579	"A LEAK AT THE BUCKEYE PIG LAUNCHER DRAIN VALVE WAS REPORTED  AT APPROXIMATELY 1030 AM ON JANUARY 29TH 2013.  KM REPRESENTATIVES RESPONDED WITH ABSORBANT PADS AND A DRIP PAN TO CONTAIN THE LEAK.   AN AREA OF STAINED SOIL AND GRAVEL WAS OBSERVED DIRECTLY UNDER THE LEAKING VALVE.   ATLANTIC RESPONSE WAS CALLED IN TO CLEAN UP THE STAINED SOIL.  THE DRAIN VALVE FAILURE WAS LATER LINKED TO CRACKING DUE TO WEATHER CONDITIONS."
20130067	"2/27/2013"	"JAYHAWK PIPELINE LLC"	"NO"	37.6159	-99.1262	"AT 1:50 PM ON 01/29/13 PARNON DISPATCHER CONTACTED JAYHAWK STATION OPERATOR SAYING HIS DRIVER AT HAVILAND WAS REPORTING SOMETHING WAS LEAKING AROUND OUR PUMP AT HAVILAND. JPL STATION OPERATOR CONTACTED THE CONTROL ROOM AND STATION WAS SHUT DOWN AND DISABLED. STATION OPERATOR WAS APPROX 30 MINUTES FROM SITE AND HEADED THAT WAY TO ASSESS. NOT KNOWING WHERE THE SPILL WAS COMING FROM AT HAVILAND THE CONTROLLER ALSO SHUT DOWN ALL OTHER PUMPS UPSTREAM OF HAVILAND UNTIL STATION OPERATOR ARRIVED. ADDITIONAL NOTIFICATIONS WERE MADE TO INITIATE EMERGENCY RESPONSE. LIBERAL FOREMAN DISPATCHED MAINTENANCE PERSONEL TO SITE. UPON ARRIVAL TO THE SITE THE STATION OPERATOR FOUND A 15-20 BBL LEAK CONTAINED TO THE STATION SITE AND FLOW HAD STOPPED. HE CALLED FOR A VAC TRUCK DID HAZARD ASSESSMENT THEN TRACED SPILL TO A BROKEN PIECE OF STAINLESS STEEL TUBING RUNNING FROM THE DISCHARGE SIDE OF THE PD PUMP TO DISCHARGE SOR SWITCH. STATION OPERATOR SECURED THE SITE AND CONTACTED THE CONTROL ROOM AND LET THEM KNOW STATIONS UPSTREAM COULD BE RESTAARTED AS HE HAD SECURED THE CAUSE.  AS VAC TRUCK AND OTHER PERSONEL ARRIVED 6 BBLS OF CRUDE OIL WAS RECOVERED AND ANOTHER 8.7 BBLS WAS ESTIMATED TO BE IN THE IMPACTED SOILS. IMPACTED SOILS WERE GATHERED AND SPREAD IN A REMEDIATION AREA INSIDE THE STATION FENCED AREA. MECHANIC FOUND TUBING HAD BROKE RIGHT AT A " SWAGELOCK" FITTING. NEW VALVE AND FITTINGS WERE CONNECTED TO DISCHARGE SIDE OF PUMP PIPING TO A LENGTH OF HIGH PRESSURE HYDRAULIC HOSE WHICH WAS THEN CONNECTED TO THE STAINLESS STEEL TUBING TO THE PRESSURE SWITCH CREATING A FLEXIBLE CONNECTION IN CASE THIS FAILURE WAS DUE TO VIBRATION. STATION OPERATOR HAD BEEN THERE JUST 1 HOUR AND 50 MINUTES PRIOR AND PUMP WAS RUNNING SMOOTHLY. REPAIRS WERE COMPLETED AND STATION WAS RESTARTED AT 18:45 AND CLEANUP WAS DONE BY 8PM. SMALL AMOUNT OF TOUCH UP WORK WAS COMPLETED THE FOLLOWING DAY. TUBING WILL BE ANALYZED.   TAP ROOT INCIDENT REVIEW WAS PERFORMED. WE WILL EVALUATE PRACTICES AND THE MATERIALS USED TO DETERMINE IF ADDITIONAL CORRECTIVE MEASURES NEED TO BE TAKEN TO PREVENT LIKE OCCURRENCES   SUPPLEMENTAL: WE SOUGHT OUT SWAGELOCK EXPERT TO LOOK AT FITTING AND GIVE HIS OPINION ON WHAT HAD HAPPENED TO THE FITTING IN QUESTION. JAYHAWK MECHANIC AND SWAGELOCK REPRESENTATIVE KEN CROY INSPECTED THE PARTS AND MR. CROY DETERMINED THAT A " BITE TYPE" FERRUL HAD BEEN USED BY MISTAKE ON THE FITTING WHEN IT WAS INSTALLED WHICH HAD CAUSED THE TUBING  TO FAIL. THE FERRUL WAS  MISTAKENLY NOT RECOVERED BY OUR MECHANIC AS THEY TOOK FITTING APART FOR ANY FURTHER ASSESSMENT."
20130068	"2/28/2013"	"CHEVRON PIPE LINE CO"	"YES"	43.6067	-116.249	"TANK 207 HAS AN EXTERNAL FLOATING ROOF DESIGN TO MINIMIZE VAPORS.  THIS FLOATING ROOF COLLECTS RAIN AND SNOW AND MUST BE DRAINED FOLLOWING EACH STORM TO PREVENT THE ROOF FROM SINKING INTO THE PRODUCT.  THE ROOF DRAIN HOSE CONNECTS AT THE ROOF AND RUNS INSIDE THE TANK AND PRODUCT AND OUT THE SIDE OF THE TANK THROUGH A VALVE. WHEN THE TANK ROOF IS AT IT LOW LEVEL LIMIT THE ROOF DRAIN HOSE IS COILED UP ON THE TANK FLOOR.  WHEN THE HOSE IS IN THIS POSITION IT TRAPS WATER INSIDE AND CANNOT BE FULLY DRAINED.  DURING THE 10 DAYS OF TANK 207'S LOW LEVEL BOISE EXPERIENCED VERY COLD TEMPERATURES RANGING FROM 10F TO 30F NEVER GETTING ABOVE FREEZING.  THE PRODUCT TEMPERATURE AT THIS TIME WAS 15F, FREEZING THE WATER THAT WAS TRAPPED IN THE ROOF DRAIN HOSE THAT LAY ON THE TANK FLOOR.  ON 1/26 AND 1/27 THE TANK LEVEL HAD RISEN AND THEREFORE WITH THE FROZEN WATER INSIDE THE HOSE IT HAD LOST ITS FLEXIBILITY, AND WAS PULLED OFF OF THE FITTING INSIDE THE TANK.  THE FROZEN WATER HAD ALSO DAMAGED THE VALVE AT THE END OF THE SYSTEM.  THIS CREATED A RELEASE POINT FOR THE TANK PRODUCT.  ON THE MORNING OF THE 28TH THE STATION OPERATOR FOUND THE RELEASE OF 15BBLS OF DIESEL FUEL TO THE GROUND AROUND THE TANK."
20130069	"2/28/2013"	"ENBRIDGE PIPELINES (TOLEDO) INC"	"NO"	42.06139	-83.83167	"ON JAN 29, LINE 17 BRITTON STATION UNDERWENT TWO POWER OUTAGES. THE FIRST POWER OUTAGE OCCURRED AT 10:03.  THE TECHNICIAN, AFTER TALKING TO THE POWER COMPANY, INFORMED THE CONTROL CENTER THAT THE POWER WOULD BE OUT FOR A WHILE.  DURING THE OUTAGE, THE UPS BATTERIES DEPLETED. AT THIS POINT THE PRESSURE SETTINGS AT THE UPSTREAM STATION WERE PLACED IN " COM OUT" MODE AND PRODUCT CONTINUED TO FLOW THROUGH BRITON STATION.  THE POWER WAS RESTORED AT 16:50, AT WHICH TIME THE TECHNICIAN COMMUNICATED TO THE CONTROL CENTER THAT THE STATION WAS AVAILABLE.  PUMPS AT BRITON WERE RESTARTED AT 17:00. LATER THAT EVENING AT 19:10, THE TECHNICIAN WAS CALLED BACK TO THE BRITTON STATION DUE TO ANOTHER POWER OUTAGE.  SINCE THE UPS DID NOT FULLY RECHARGE FROM THE FIRST POWER OUTAGE, THE UPS ONLY LASTED 42 MINUTES.  AGAIN, THE UPSTREAM STATION WAS PLACED IN " COM OUT" MODE AND PRODUCT WAS FLOWING THROUGH BRITON STATION.  THE TECHNICIAN COMPLETED A WALK THROUGH VISUAL INSPECTION, AND DID NOT FIND ANYTHING OF CONCERN.  IT WAS ANTICIPATED THAT THE POWER WOULD BE OUT THE MAJORITY OF THE NIGHT. WHEN THE POWER WAS RESTORED AFTER THE SECOND OUTAGE AT 23:27, THE CONTROL CENTER EXPERIENCED MULTIPLE ALARMS. AT THAT TIME, LINE 17 WAS SHUT DOWN UNTIL THE TECHNICIAN ARRIVED BACK AT THE BRITTON STATION AT 00:05 (JAN 30) TO INVESTIGATE.  UPON ARRIVAL, THE TECHNICIAN DISCOVERED THE SUMP PUMP OVERFLOWED, DUE TO A SEAL FAILURE ON A MAINLINE PUMP UNIT.  LINE 17 WAS RESTARTED AT 00:56 ON JAN 30, BY PASSING BRITON STATION, UNTIL THE SEAL WAS REPLACED.  BRITTON STATION WAS PUT BACK INTO SERVICE LATER THAT DAY AT 16:00. THE 40 CUBIC YARDS OF CONTAMINATED SOIL HAS BEEN CLEANED UP AND DISPOSED OF AT AN APPROVED SITE."
20130070	"2/28/2013"	"ENBRIDGE PIPELINES (OZARK) L.L.C."	"NO"	35.95885	-96.75655	"ON JANUARY 7 AT APPROXIMATELY 13:30, A CONTRACTOR WITHIN THE CUSHING TERMINAL NOTICED OIL ON THE GROUND NEAR THE VALVE ON TANK 2211.  FURTHER INVESTIGATION REVEALED THAT APPROXIMATELY 1 BARREL OF OIL HAD LEAKED FROM THE FLANGE GASKET ON THE VALVE.  THE BOLTS ON THE FLANGE GASKET WERE TESTED AND IT WAS DISCOVERED THAT FIVE BOLTS ON THE FLANGE WERE REQUIRED TO BE RE TORQUED AND THEREFORE THE GASKET DID NOT NEED TO BE REPLACED. APPROXIMATELY 3 YARDS OF CONTAMINATED SOIL HAS BEEN REMOVED FROM THE LEAK SITE AND PLACED IN A CONTAINMENT AREA ON ENBRIDGE PROPERTY AND WILL BE TREATED ACCORDINGLY. THIS INCIDENT WAS ORIGINALLY MISINTERPRETED AND NOT THOUGHT TO HAVE MET THE PHMSA 30 DAY FILING REPORT REQUIREMENT.  THE INTERNAL INCIDENT INVESTIGATION HAS OUTLINED A SELF-IMPOSED INTERNAL REQUIREMENT FOR ADDITIONAL TRAINING THROUGHOUT THE ENBRIDGE SYSTEM TO FURTHER EDUCATE OPERATIONS PERSONNEL ON RECOGNIZING WHEN AN INCIDENT MEETS THE 30 DAY REPORTING REQUIREMENT TO PHMSA."
20130071	"2/28/2013"	"MARATHON PIPE LINE LLC"	"YES"	38.923554	-88.385636	"RELEASE LOCATION HAS BEEN SLEEVED, AND WILL BE CUT OUT FOR ANALYSIS IN THE FUTURE. CAUSE WILL BE DETERMINED AT THAT TIME."
20130072	"3/1/2013"	"KINDER MORGAN CO2 CO. LP"	"NO"	32.86057	-100.93178	"ON WEDNESDAY, JANUARY 30, 2013, KINDER MORGAN OPERATIONS DISCOVERED A CO2 LEAK ON A 4-INCH BYPASS GLOBE VALVE ON THE COGDELL PIPELINE AT MILEPOST 0 WITHIN KINDER MORGAN SACROC PUMP STATION #11. THE BYPASS AROUND THE VALVE WAS BLOWN DOWN AND THE 4'' VALVE WAS REPAIRED ON JANUARY 30. IT WAS DETERMINED THAT THE PACKING SEAL HAD DETERIORATED OVER TIME CAUSING THE LEAK. THE PUMP STATION WAS NOT RESTARTED UNTIL FEBRUARY 1, 2013 DUE TO UNRELATED MAINTENANCE ACTIVITIES."
20130073	"3/4/2013"	"SUNOCO PIPELINE L.P."	"YES"	32.70141	-98.84219	"ON 2/3/2013 SUNOCO PIPELINE L.P. WAS TELEPHONICALLY NOTIFIED BY A PRIVATE LANDOWNER OF A SUSPECTED PETROLEUM STAIN ON THE ROW THAT TRAVERSES HIS PROPERTY.  OPERATIONS PERSONNEL RESPONDED TO THE LOCATION AND VERIFIED THE RELEASE AT 17:35.  THE LINE SEGMENT WAS ALREADY DOWN AT THE TIME AS INVESTIGATIONS WERE STILL ONGOING TO DETERMINE THE CAUSE OF THREE (3) UNSATISFACTORY LINE INTEGRITY PRESSURE CHECKS THAT WERE CONDUCTED IN RESPONSE TO A PRIOR RELEASE AND REPAIR ON 1/24/2013.  THE LAST LINE INTEGRITY PRESSURE CHECK WAS CONDUCTED ON 1/30/2013.  THE LEAK SITE WAS EXCAVATED LATER ON 2/3/2013 AND A PLIDCO CLAMP WAS INSTALLED.  ON 2/4/2013 THE LINE SEGMENT WAS DISPLACED WITH NITROGEN.  ON 2/18/2013 THE FAILED SECTION OF PIPE WAS CUT OUT AND REPLACED WITH NEW PIPE.  THE LINE WAS NOT RESTARTED AND HAS SINCE BEEN PLACED IN OUT OF SERVICE (OOS) STATUS AND REMAINS SO PENDING CONTINUING EVALUATION FOR FUTURE USE."
20130074	"3/5/2013"	"EXXONMOBIL PIPELINE CO"	"NO"	29.708617	-95.1625	"THREADED BULL PLUG ON TANK ROOF WAS FOUND TO BE LEAKING DUE TO CORROSION."
20130075	"3/5/2013"	"PHILLIPS 66 PIPELINE LLC"	"NO"	31.931914	-102.580805	"AT 10:20 A CONTRACT CREW LOCATED A LEAK ON THE GS-20 NON-REGULATED GATHERING PIPELINE APPROXIMATELY 300 FEED UPSTREAM OF THE CLYDE COWDEN BATTERY 5 TIE IN. THE PIPELINE WAS SHUTDOWN AND ISOLATED.  PIPELINE HAS BEEN REPAIRED AND PUT BACK IN SERVICE."
20130076	"3/5/2013"	"ENERGY TRANSFER COMPANY"	"YES"	29.8279	-94.9438	"COMPANY PERSONNEL IDENTIFIED THE LEAK AT A MAIN-LINE VALVE SITE, DURING ROUTINE PATROLS.  THE SITE WAS EVALUATED AND LIQUID CONTROL CENTER WAS NOTIFIED.  THE LEAKING VAPOR WAS APPROX. 3' X 3', COMING FROM A BELOW GROUND VALVE. LINE PRESSURE WAS REDUCED AND LEAK WAS MONITORED CONTINUOUSLY BY COMPANY PERSONNEL UNTIL REPAIRS WERE COMPLETED.  STOPPLES AND A TEMPORARY BYPASS WAS INSTALLED, ISOLATING 340' OF 20inch PIPE. PRODUCT WAS FLARED FROM ISOLATED SECTION OF PIPE IN ORDER TO MAKE REPAIRS TO LEAKING VALVE STEM. THIS PIPELINE IS INTRASTATE UNDER THE JURISDICTION OF THE TEXAS RAILROAD COMMISSION (TRRC).  A TELEPHONIC NOTICE WAS MADE TO THE TRRC ON 02/06/2013 AT 9:00 AM UNDER REPORT NUMBER 774. FINAL UPDATE:  OCT. 29, 2013  LEAKING VALVE WAS REPAIRED AND BROUGHT ABOVEGROUND. ALL REPAIRS WERE COMPLETED ON FEB 25, 2013.  CPM LEAK DETECTION IS INSTALLED, BUT FULL FUNCTION NOT ANTICIPATED UNTIL NOVEMBER, 2013.  ALL DAMAGES WERE LIMITED TO LOST PRODUCT AND REPAIRS TO VALVE. ESTIMATED COST NOTED ON INITIAL REPORT REMAIN ACCURATE."
20130077	"3/6/2013"	"ENTERPRISE CRUDE PIPELINE LLC"	"NO"	33.83017	-96.445621	"WHILE A CONTRACT PAINTING CREW WAS SANDBLASTING THE 24INCH ABOVE GROUND STATION PIPING AND VALVES IN PREPARATION OF NEW COATING, A PINHOLE LEAK WAS OBSERVED IN THE BODY OF THE DISCHARGE VALVE #PA01.  APPROXIMATELY A QUARTER OF A BARREL LEAKED FROM THE VALVE. THE CAUSE OF THE LEAK WAS DETERMINED BY METALLURGICAL ANALYSIS TO BE INTERNAL CORROSION FROM THE SALT WATER ENTRAINED IN THE CRUDE AND SETTLING IN A LOW SPOT ON THE VALVE BODY."
20130078	"3/6/2013"	"SUNOCO PIPELINE L.P."	"NO"	29.9807	-94.06	"DURING ROUTINE STATION ROUNDS, A SMAL LEAK WAS FOUND ON THE BACKPRESSURE CONTROL VALVE.  INVESTIGATION REVEALED THAT A NIPPLE IN A THREADED CONNECTION ON THE BACK OF THE BACKPRESSURE VALVE WAS CRACKED. THE VALVE WAS ISOLATED AND THE NIPPLE WAS REPLACED."
20130079	"3/6/2013"	"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P."	"NO"	40.002304	-97.632707	"ON 2/12/13 AT 11:30AM THE MAINTENANCE CREW WAS EXCAVATING A WELD + END PIPE FITTING, TO BE USED AS A REFERENCE POINT TO HELP LOCATE AN IMP ANOMALY, WHEN IT WAS DISCOVERED THE FITTING HAD A WET SPOT OF GASOLINE ON ONE OF THE WELDED BOLTS. THE MCPHERSON TO GENEVA 10inch PIPELINE WAS IMMEDIATELY SHUTDOWN, THE PRESSURE WAS REDUCED AND THE UPSTREAM AND DOWNSTREAM VALVES WERE CLOSED. THERE WAS NOT ANY FREE STANDING PRODUCT AND AN ESTIMATED 20 GALLONS OF GASOLINE WAS RELEASED.  A 10 INCH PUMPKIN OVERSLEEVE WAS WELDED ON FOR THE REPAIR. UPDATE - EXCAVATED SOILS WERE ALLOWED TO GO BACK INTO EXCAVATION PER NDEQ.  NDEQ REQUIRED ONE MONITOR WELL BE INSTALLED AND SAMPLED & MONITORED BEFORE CLOSURE.  THE INCREASED REMEDIATION COSTS IN PART D WERE DUE FOR THIS REASON."
